Location,District,Date,Latitude,Longitude,AQI,PM 2.5 AVG (µg/m³),PM 10 AVG (µg/m³),REL HUMI (%),TEMPERATURE (°C),Week,Year,Month
"Bandipur GP, Doperia",North 24 Pgs.,10/16/2025,22.72072,88.41033,145.875,72.70875,143.6033333,72.30833333,28.66375,42,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/17/2025,22.72072,88.41033,173.125,81.89791667,157.0975,75.09708333,29.19458333,42,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/18/2025,22.72072,88.41033,157.3333333,76.705,143.9866667,76.32708333,30.07625,42,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/19/2025,22.72072,88.41033,140.375,70.03541667,132.3,77.34,30.67666667,42,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/20/2025,22.72072,88.41033,132.25,66.42083333,120.6129167,76.93208333,30.74666667,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/21/2025,22.72072,88.41033,187.625,86.92791667,161.4420833,75.26791667,29.99,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/22/2025,22.72072,88.41033,189.875,87.18208333,162.8870833,76.17833333,29.61041667,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/23/2025,22.72072,88.41033,155.375,72.96875,135.89375,73.54041667,29.96208333,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/24/2025,22.72072,88.41033,166.5833333,78.5725,146.0341667,74.5575,29.66666667,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/25/2025,22.72072,88.41033,159.4583333,77.15208333,141.6075,75.7525,29.93916667,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/26/2025,22.72072,88.41033,133.375,68.23416667,124.9729167,78.15625,29.96166667,43,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/27/2025,22.72072,88.41033,137.8333333,70.015,126.9254167,76.25416667,30.50625,44,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/28/2025,22.72072,88.41033,107.2916667,55.76083333,101.5558333,80.67666667,29.53375,44,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/29/2025,22.72072,88.41033,62.5,34.1425,62.37541667,92.7625,26.94458333,44,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/30/2025,22.72072,88.41033,59.20833333,31.98333333,59.95708333,87.885,28.40541667,44,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,10/31/2025,22.72072,88.41033,67.70833333,36.44041667,67.69083333,83.49333333,29.3725,44,2025,October
"Bandipur GP, Doperia",North 24 Pgs.,11/1/2025,22.72072,88.41033,82.16666667,44.01916667,82.575,82.15291667,29.82916667,44,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/2/2025,22.72072,88.41033,59.41666667,31.23708333,59.47791667,81.555,27.11916667,44,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/3/2025,22.72072,88.41033,132,63.56291667,122.89,74.47625,27.32166667,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/4/2025,22.72072,88.41033,264.25,109.9154167,200.7558333,78.13,26.63416667,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/5/2025,22.72072,88.41033,261.375,109.8266667,183.6116667,74.58416667,27.24958333,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/6/2025,22.72072,88.41033,239.5833333,104.4645833,145.3408333,77.68416667,27.87416667,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/7/2025,22.72072,88.41033,208.625,92.60375,122.4579167,74.0775,28.14875,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/8/2025,22.72072,88.41033,106.9166667,59.62333333,86.7675,59.97375,26.54583333,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/9/2025,22.72072,88.41033,143.0416667,72.48875,109.2725,62.08083333,25.15208333,45,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/10/2025,22.72072,88.41033,187.9166667,86.85125,127.7066667,69.55833333,24.85416667,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/11/2025,22.72072,88.41033,179.625,84.05083333,129.51,67.22375,24.08375,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/12/2025,22.72072,88.41033,224.7916667,98.945,148.0379167,69.56333333,23.27708333,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/13/2025,22.72072,88.41033,219,96.04375,141.0120833,71.46916667,23.46583333,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/14/2025,22.72072,88.41033,211.25,93.35375,140.69,72.44375,23.29666667,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/15/2025,22.72072,88.41033,202.2083333,91.46208333,136.0408333,71.77708333,23.82916667,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/16/2025,22.72072,88.41033,208.5,94.15333333,137.0533333,71.61666667,23.7425,46,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/17/2025,22.72072,88.41033,198.7916667,89.69666667,130.41125,71.755,24.31875,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/18/2025,22.72072,88.41033,163.875,77.07708333,114.3220833,70.56333333,24.82041667,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/19/2025,22.72072,88.41033,142.25,69.61291667,105.45875,68.43125,25.2825,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/20/2025,22.72072,88.41033,185.5416667,85.33458333,130.58375,69.10041667,25.22208333,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/21/2025,22.72072,88.41033,213.7083333,94.5425,140.91625,71.63458333,24.59833333,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/22/2025,22.72072,88.41033,259.5416667,109.92625,164.0945833,73.33875,24.00083333,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/23/2025,22.72072,88.41033,240.7916667,103.6170833,147.0470833,74.10875,23.97125,47,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/24/2025,22.72072,88.41033,238.5,103.1216667,148.5275,72.7975,23.2625,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/25/2025,22.72072,88.41033,239.7916667,103.01125,155.1816667,69.50041667,22.56208333,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/26/2025,22.72072,88.41033,203.75,91.09125,140.92375,66.33916667,22.34958333,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/27/2025,22.72072,88.41033,166.25,78.02958333,118.0716667,72.44333333,22.89625,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/28/2025,22.72072,88.41033,161.7083333,76.99958333,114.60125,72.3325,23.50875,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/29/2025,22.72072,88.41033,176.125,82.14416667,122.9416667,73.69375,23.07916667,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,11/30/2025,22.72072,88.41033,212.0416667,95.58333333,140.6466667,74.83875,23.0325,48,2025,November
"Bandipur GP, Doperia",North 24 Pgs.,12/1/2025,22.72072,88.41033,301,120.67,187.99,90.62,19.52,49,2025,December
Baranagar Municipality,North 24 Pgs.,9/8/2025,22.6460307,88.3714185,50.88888889,27.22111111,50.91777778,71.73888889,32.72777778,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/9/2025,22.6460307,88.3714185,54.71428571,30.35714286,54.60714286,75.87142857,31.82857143,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/10/2025,22.6460307,88.3714185,53.75,29.8065,53.701,72.0115,32.995,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/11/2025,22.6460307,88.3714185,53.27272727,29.66909091,53.27318182,75.23909091,32.38954545,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/12/2025,22.6460307,88.3714185,44.125,24.98125,44.02458333,76.93083333,31.62125,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/13/2025,22.6460307,88.3714185,39.35714286,22.14428571,39.17071429,75.915,31.965,37,2025,September
Baranagar Municipality,North 24 Pgs.,9/16/2025,22.6460307,88.3714185,46.2,26.8275,46.2435,84.0135,29.399,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/17/2025,22.6460307,88.3714185,49.625,28.86666667,49.69208333,80.63708333,30.49416667,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/18/2025,22.6460307,88.3714185,51.16666667,29.12166667,51.30375,76.235,32.15916667,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/19/2025,22.6460307,88.3714185,67.69565217,38.50826087,67.69956522,78.38217391,32.04217391,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/20/2025,22.6460307,88.3714185,62.45454545,36.06454545,62.38363636,88.31545455,27.15727273,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/21/2025,22.6460307,88.3714185,82.5,47.70125,82.48166667,79.04416667,31.19125,38,2025,September
Baranagar Municipality,North 24 Pgs.,9/22/2025,22.6460307,88.3714185,63.625,36.55541667,63.59291667,81.50958333,29.90583333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/23/2025,22.6460307,88.3714185,49.66666667,29.00791667,49.63333333,87.33791667,28.23583333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/24/2025,22.6460307,88.3714185,50.08333333,28.91791667,50.07416667,79.35291667,30.92333333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/25/2025,22.6460307,88.3714185,46.75,26.93958333,46.81916667,76.34083333,31.73083333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/26/2025,22.6460307,88.3714185,40.70833333,23.69375,40.7075,80.2,30.87375,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/27/2025,22.6460307,88.3714185,37.41666667,21.84083333,37.47125,77.16833333,31.71583333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/28/2025,22.6460307,88.3714185,38.25,21.98208333,38.24916667,75.4875,32.12708333,39,2025,September
Baranagar Municipality,North 24 Pgs.,9/29/2025,22.6460307,88.3714185,47.66666667,27.35458333,47.6325,74.61958333,32.22291667,40,2025,September
Baranagar Municipality,North 24 Pgs.,9/30/2025,22.6460307,88.3714185,54.29166667,31.52333333,54.34458333,76.41541667,32.015,40,2025,September
Baranagar Municipality,North 24 Pgs.,10/1/2025,22.6460307,88.3714185,41.625,24.45,41.69083333,79.12416667,30.46916667,40,2025,October
Baranagar Municipality,North 24 Pgs.,10/2/2025,22.6460307,88.3714185,31.16666667,18.4775,31.06,86.29333333,28.7075,40,2025,October
Baranagar Municipality,North 24 Pgs.,10/3/2025,22.6460307,88.3714185,38.45833333,22.69166667,38.38875,87.13875,28.79291667,40,2025,October
Baranagar Municipality,North 24 Pgs.,10/4/2025,22.6460307,88.3714185,43.41666667,25.40166667,43.32458333,83.06416667,30.29666667,40,2025,October
Baranagar Municipality,North 24 Pgs.,10/5/2025,22.6460307,88.3714185,40.41666667,23.82333333,40.4575,84.18083333,28.80166667,40,2025,October
Baranagar Municipality,North 24 Pgs.,10/6/2025,22.6460307,88.3714185,71.25,41.205,71.24208333,83.02375,28.97375,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/7/2025,22.6460307,88.3714185,65.16666667,37.97208333,65.18041667,79.24375,29.96041667,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/8/2025,22.6460307,88.3714185,77.29166667,44.91708333,77.315,81.88541667,29.22875,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/9/2025,22.6460307,88.3714185,79.66666667,46.12958333,79.72458333,77.86,29.955,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/10/2025,22.6460307,88.3714185,72.04166667,41.895,72.08166667,81.51541667,29.01125,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/11/2025,22.6460307,88.3714185,66.95833333,38.38583333,66.95583333,77.29333333,29.76875,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/12/2025,22.6460307,88.3714185,70.13043478,39.86913043,70.13391304,73.97695652,30.28782609,41,2025,October
Baranagar Municipality,North 24 Pgs.,10/13/2025,22.6460307,88.3714185,78.375,44.32833333,78.39375,69.84,30.29458333,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/14/2025,22.6460307,88.3714185,82.08333333,46.08333333,82.01666667,69.06166667,30.17458333,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/15/2025,22.6460307,88.3714185,84.875,47.86083333,84.82375,66.73125,29.95166667,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/16/2025,22.6460307,88.3714185,89.54166667,50.57458333,89.73,66.11291667,29.605,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/17/2025,22.6460307,88.3714185,97.95833333,55.7175,98.6325,67.42125,30.32083333,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/18/2025,22.6460307,88.3714185,93.70833333,53.61375,93.93708333,69.67958333,31.00083333,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/19/2025,22.6460307,88.3714185,77.66666667,44.60619048,77.51428571,70.65666667,31.41809524,42,2025,October
Baranagar Municipality,North 24 Pgs.,10/20/2025,22.6460307,88.3714185,89.95833333,49.64708333,86.10375,72.45708333,31.34375,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/21/2025,22.6460307,88.3714185,111.1666667,59.7675,104.2816667,68.09208333,31.29291667,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/22/2025,22.6460307,88.3714185,103.7826087,58.69565217,102.9413043,68.33043478,30.94391304,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/23/2025,22.6460307,88.3714185,91.33333333,50.57375,89.56416667,65.41416667,31.22708333,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/24/2025,22.6460307,88.3714185,89.5,51.08375,89.25333333,65.595,31.22875,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/25/2025,22.6460307,88.3714185,93.58333333,52.47958333,91.68791667,66.93166667,31.17166667,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/26/2025,22.6460307,88.3714185,85.25,48.90125,84.66958333,72.8375,30.75833333,43,2025,October
Baranagar Municipality,North 24 Pgs.,10/27/2025,22.6460307,88.3714185,81.16666667,46.72833333,80.83333333,69.28,31.61541667,44,2025,October
Baranagar Municipality,North 24 Pgs.,10/28/2025,22.6460307,88.3714185,63.54166667,37.12208333,63.60791667,72.65666667,31.07541667,44,2025,October
Baranagar Municipality,North 24 Pgs.,10/29/2025,22.6460307,88.3714185,42.5,25.1025,42.49833333,84.69208333,28.03291667,44,2025,October
Baranagar Municipality,North 24 Pgs.,10/30/2025,22.6460307,88.3714185,40.95833333,24.21291667,40.99125,82.62625,28.8525,44,2025,October
Baranagar Municipality,North 24 Pgs.,10/31/2025,22.6460307,88.3714185,43.75,25.69958333,43.73541667,79.96916667,29.865,44,2025,October
Baranagar Municipality,North 24 Pgs.,11/1/2025,22.6460307,88.3714185,49.33333333,28.85666667,49.21533333,80.55066667,30.08866667,44,2025,November
Baranagar Municipality,North 24 Pgs.,11/2/2025,22.6460307,88.3714185,39.55555556,23.24666667,39.49111111,75.81333333,28.09888889,44,2025,November
Baranagar Municipality,North 24 Pgs.,11/3/2025,22.6460307,88.3714185,68.375,39.73083333,68.54041667,69.71791667,28.1375,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/4/2025,22.6460307,88.3714185,105.6666667,61.70333333,106.41,76.11,25.28166667,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/6/2025,22.6460307,88.3714185,112.6,60.732,113.128,70.887,29.507,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/7/2025,22.6460307,88.3714185,121.375,65.255,117.60625,70.91875,28.42666667,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/8/2025,22.6460307,88.3714185,83.72727273,45.89363636,83.78590909,57.19909091,27.26636364,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/9/2025,22.6460307,88.3714185,89.36842105,48.58315789,90.09210526,58.03578947,26.12,45,2025,November
Baranagar Municipality,North 24 Pgs.,11/10/2025,22.6460307,88.3714185,109.5416667,61.09416667,110.7508333,62.93208333,25.77791667,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/11/2025,22.6460307,88.3714185,118.7142857,64.13761905,117.4261905,58.16809524,25.57619048,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/12/2025,22.6460307,88.3714185,142.173913,72.64391304,133.4621739,58.67043478,24.87130435,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/13/2025,22.6460307,88.3714185,142.4347826,72.08565217,132.0091304,61.22565217,25.02391304,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/14/2025,22.6460307,88.3714185,131.4782609,68.64086957,125.7821739,62.42,24.78913043,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/15/2025,22.6460307,88.3714185,133.6875,70.12375,129.77,67.63625,23.58,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/16/2025,22.6460307,88.3714185,121.7142857,65.20380952,117.4119048,62.00952381,25.3747619,46,2025,November
Baranagar Municipality,North 24 Pgs.,11/17/2025,22.6460307,88.3714185,112.6315789,60.33473684,109.3573684,62.73631579,25.98421053,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/18/2025,22.6460307,88.3714185,101.2105263,54.05947368,99.71473684,60.86315789,26.69052632,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/19/2025,22.6460307,88.3714185,113.25,57.88625,108.9295833,62.7575,26.24375,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/20/2025,22.6460307,88.3714185,118.1304348,60.74826087,112.0621739,58.96347826,26.90869565,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/21/2025,22.6460307,88.3714185,153.8333333,75.3725,136.8725,62.55375,26.16333333,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/22/2025,22.6460307,88.3714185,179.75,84.09083333,151.65125,65.58166667,25.47333333,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/23/2025,22.6460307,88.3714185,178.9583333,83.10958333,149.2804167,66.3075,25.43666667,47,2025,November
Baranagar Municipality,North 24 Pgs.,11/24/2025,22.6460307,88.3714185,156.2083333,77.43125,138.9325,62.9625,24.905,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/25/2025,22.6460307,88.3714185,154.875,76.45583333,137.4479167,59.90083333,23.9525,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/26/2025,22.6460307,88.3714185,133.375,69.83125,125.6475,57.54833333,23.73333333,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/27/2025,22.6460307,88.3714185,116.2083333,61.03208333,109.7495833,64.67166667,24.19625,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/28/2025,22.6460307,88.3714185,123.7916667,63.28083333,113.4208333,63.77875,24.80791667,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/29/2025,22.6460307,88.3714185,115.3333333,61.29238095,110.2190476,62.59619048,25.03619048,48,2025,November
Baranagar Municipality,North 24 Pgs.,11/30/2025,22.6460307,88.3714185,128.75,67.61708333,120.9795833,65.23,24.81625,48,2025,November
Baranagar Municipality,North 24 Pgs.,12/1/2025,22.6460307,88.3714185,185,85.43,150.25,78.53,22.1,49,2025,December
Barasat 2 BDO Office,North 24 Pgs.,8/31/2025,22.666625,88.530707,49.05555556,28.09888889,49.115,81.71166667,30.24777778,35,2025,August
Barasat 2 BDO Office,North 24 Pgs.,9/1/2025,22.666625,88.530707,58.70833333,33.09125,58.58291667,77.1025,32.52541667,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/2/2025,22.666625,88.530707,33.19047619,19.53285714,33.02,85.09047619,28.61428571,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/3/2025,22.666625,88.530707,31.19047619,18.52857143,31.01809524,87.47380952,27.76857143,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/4/2025,22.666625,88.530707,38.04166667,22.32041667,38.08708333,83.10625,29.43791667,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/5/2025,22.666625,88.530707,49,28.41791667,49.115,78.93458333,30.75541667,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/6/2025,22.666625,88.530707,51.16666667,29.33,51.13625,75.59916667,31.86916667,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/7/2025,22.666625,88.530707,49.26666667,28.20866667,49.31266667,83.10466667,29.39933333,36,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/8/2025,22.666625,88.530707,48.5,27.57208333,48.4975,73.88416667,32.03416667,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/9/2025,22.666625,88.530707,51.375,29.30875,51.37833333,73.59625,32.20583333,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/10/2025,22.666625,88.530707,48.58333333,27.80208333,48.54791667,73.18708333,32.52833333,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/11/2025,22.666625,88.530707,47.08333333,27.1625,47.08458333,75.09958333,32.11625,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/12/2025,22.666625,88.530707,43.91666667,25.53125,43.91916667,77.50125,31.34458333,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/13/2025,22.666625,88.530707,39.08333333,22.76625,39.11291667,76.04291667,31.4425,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/14/2025,22.666625,88.530707,41.95833333,24.43208333,41.86416667,82.52208333,29.75833333,37,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/15/2025,22.666625,88.530707,40.04166667,23.5525,39.99666667,81.44166667,29.39583333,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/16/2025,22.666625,88.530707,42.54166667,25.07333333,42.51458333,84.03666667,28.64583333,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/17/2025,22.666625,88.530707,42.4375,25.009375,42.4975,80.8625,29.74125,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/19/2025,22.666625,88.530707,63.4,36.5405,63.341,76.2205,32.3295,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/20/2025,22.666625,88.530707,60.69565217,35.08173913,60.66826087,84.85043478,28.91173913,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/21/2025,22.666625,88.530707,75,43.48888889,75.01222222,80.87,29.96722222,38,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/22/2025,22.666625,88.530707,61.08333333,35.51458333,61.02541667,83.10625,29.06208333,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/23/2025,22.666625,88.530707,48.08333333,28.37916667,48.07458333,84.88291667,28.6175,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/24/2025,22.666625,88.530707,51.58333333,30.03333333,51.52041667,79.86041667,30.4,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/25/2025,22.666625,88.530707,46.375,26.945,46.32625,77.795,31.31333333,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/26/2025,22.666625,88.530707,40.625,23.88833333,40.57583333,82.14958333,29.91291667,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/27/2025,22.666625,88.530707,41.83333333,24.635,41.79708333,79.87541667,30.45625,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/28/2025,22.666625,88.530707,41.20833333,24.10583333,41.14875,77.8225,31.26,39,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/29/2025,22.666625,88.530707,47.86956522,27.74,47.91652174,76.52086957,31.84,40,2025,September
Barasat 2 BDO Office,North 24 Pgs.,9/30/2025,22.666625,88.530707,55.625,32.18083333,55.64166667,75.76,31.73041667,40,2025,September
Barasat 2 BDO Office,North 24 Pgs.,10/1/2025,22.666625,88.530707,45.33333333,26.535,45.28583333,79.50541667,29.83583333,40,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/2/2025,22.666625,88.530707,30.45833333,18.20166667,30.21541667,87.66541667,27.98083333,40,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/3/2025,22.666625,88.530707,38.29166667,22.64166667,38.23,87.6,28.30125,40,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/4/2025,22.666625,88.530707,42.125,24.745,42.0725,82.71875,29.61541667,40,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/5/2025,22.666625,88.530707,39.58333333,23.31041667,39.525,83.75083333,28.1225,40,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/6/2025,22.666625,88.530707,65.04166667,37.74833333,65.01791667,82.39291667,28.56708333,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/7/2025,22.666625,88.530707,61.875,35.99791667,61.84125,80.495,28.97833333,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/8/2025,22.666625,88.530707,65.70833333,38.21791667,65.70208333,81.39958333,28.92583333,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/9/2025,22.666625,88.530707,73.08333333,42.27833333,72.94666667,79.38583333,29.48,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/10/2025,22.666625,88.530707,77.4,44.6225,76.9395,80.533,29.304,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/11/2025,22.666625,88.530707,57.54166667,33.36875,57.55958333,79.72625,29.19458333,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/12/2025,22.666625,88.530707,65.95833333,37.86541667,65.99958333,75.88416667,29.89583333,41,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/13/2025,22.666625,88.530707,79.33333333,45.21083333,79.4775,74.09916667,29.62916667,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/14/2025,22.666625,88.530707,82.66666667,46.87583333,82.62708333,72.92375,29.50666667,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/15/2025,22.666625,88.530707,87.625,49.65666667,88.02166667,71.82583333,29.15708333,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/16/2025,22.666625,88.530707,93.79166667,53.1575,94.10375,72.56833333,28.73958333,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/17/2025,22.666625,88.530707,107.8333333,59.90875,105.3654167,73.41916667,29.31458333,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/18/2025,22.666625,88.530707,98.125,54.79375,95.91833333,74.64125,30.095,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/19/2025,22.666625,88.530707,77,43.82791667,76.52333333,75.40625,30.41416667,42,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/20/2025,22.666625,88.530707,84.58333333,48.02208333,83.52458333,74.96333333,30.59166667,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/21/2025,22.666625,88.530707,97.58333333,54.70583333,95.62041667,73.94125,30.21083333,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/22/2025,22.666625,88.530707,101.625,56.22375,98.405,73.24291667,29.91375,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/23/2025,22.666625,88.530707,94.91666667,51.75625,91.26125,71.36083333,30.23625,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/24/2025,22.666625,88.530707,104.4166667,56.61666667,99.87958333,73.47208333,29.91916667,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/25/2025,22.666625,88.530707,90.58333333,51.3625,90.1675,73.55833333,30.10541667,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/26/2025,22.666625,88.530707,84.28571429,47.58904762,83.37714286,76.91619048,29.66857143,43,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/27/2025,22.666625,88.530707,88.29166667,50.19291667,87.17875,74.54458333,30.46125,44,2025,October
Barasat 2 BDO Office,North 24 Pgs.,10/28/2025,22.666625,88.530707,66.625,38.82541667,66.92041667,79.96083333,29.1675,44,2025,October
